"8","allah muhtaç etmesin şarkı sözleri","müslüm gürses","  gözlerime ceza ver artık seni sevmesin çektiğm bu çileyi günler geri dönmesin senden haber getiren selamların gelmesin hayatıma girecek dünyada bir senmisin aşkıma bir ceza ver kalbim seni sevmesin senin yalan aşkına allah muhtaç etmesin bende kalsın hayaller ümitlerim sönmesin bu hayatın tadını ızdırabım bölmesin ellerimi istemem ellerime değimesin i̇çimdeki bu acı daha fazla sürmesin aşkıma bir ceza ver kalbim seni sevmesin senin yalan aşkına allah muhtaç etmesin "
"8","altın hızma şarkı sözleri","müslüm gürses","  altın hızma mülayım seni haktan dileyim yaz günü temmuzda sen terle men sileyim gün gördüm günler gördüm seni gördüm şad oldum altın hızma incidi gömleğin narinciydi menim lal olmuş dilim ne dedi yar incidi altın hızma tomala yanaşıp al yanağa güzel gel görüşelim men giderim ırağa "
"8","anlasana şarkı sözleri","müslüm gürses"," neden geldim bu dünyaya hakkim yokmu yaşamaya halimden sen anlasana anlasana dertli öten bülbül gibi boynu bükük bir gül gibi aşka düşen mecnun gibi kahrolmuşum anlasana lsmine şiirler yazdim başina tacimi taktim gönlümün sultani yaptim anlasana sevda yolu senden geçer bütün dertler benden geçer bu çileler senle biter senle biter anlasana anlasana kahrolmuşum anlasana "
"8","anlatamadım şarkı sözleri","müslüm gürses","  her zaman mahzunum her zaman üzgün öyle bir haldeyim canımdan bezgin çıkmıyor nefesim kısıldı sesim kendimi kimseye anlatamadım bu kara bahtımla çırpınıp durdum ah çekip ağladım dizime vurdum i̇çime atıp da çırpındım durdum bunları kimseye anlatamadım her günüm çeresiz hayatım böyle şaşırmış kalmışım bin türlü dertle boynumu bükerek yaşadım bende bunları kimseye anlatamadım sevenler terk etti bu gönül yasta bedenim çok mutsuz her zaman hasta çektiğim çileyi en yakın dosta anlatmak istedim anlatamadım "
"8","anlatamıyorum şarkı sözleri","müslüm gürses","  anlatsam sesimi duyarmısınız mısralarımda dokuna bilirmisiniz gözyaşlarıma ellerinizle bilmezdim şarkıların bu kadar güzel kelimelerin yetersiz olduğunu bu derde düşmeden önce bir yer var biliyorum herşey söylemek mümkün epeyce yaklaşmışım duyuyorum anlatamıyorum "
"8","arkadaşım şarkı sözleri","müslüm gürses","  bu akşam dertliyim içmeye geldim doldur da bir kadeh ver arkadaşım kahreden derdimi dökmeye geldim dinle de bir ibret al arkadaşım derdim başlayalı yıllardan öte o günden bugüne düştüm gurbete ömrümü harcadım meyhanelerde bir aşk sarhoşuyum ben arkadaşım evimden barkımdan ayrı kalmışım gurbeti kendime meken yapmışım yanardağ misali yanıyor kalbim bir aşk yangınıyım gör arkadaşım dünyada neler var gör arkadaşım derdim başlayalı yıllardan öte o günden bugüne düştüm gurbete ömrümü harcadım meyhanelerde bir aşk sarhoşuyum ben arkadaşım "
"8","artakalan şarkı sözleri","müslüm gürses","  ağır aksak kıpırdayan uzak uzak bu sızlayan şimdi seni uyutmayan tül tül olmuş hatıran i̇ki kışın arasından şu kopkoyu haziran vahşi hazin zamanlardan arta kalan yarandan yıkıldın doğruldun tekrar bir avuç külde uyandın ateşin tam ortasında soğukla yıkandın rüzgar kadar çıplak duran koyu yeşil bu ormandan bize kalan bir yalanmış hiçbir yere sığmayan çınla cismim her nerede bu mecalsiz kesik hece varmıyor ki hiçbir yere aklı kalbe bağlayan "
"8","artık gözüm korktu senden şarkı sözleri","müslüm gürses","  artık gözüm korktu senden aşk bekleme şimdi benden bıktım bitmez dertlerinden başa çıkmak öyle zor ki artık gözüm korktu senden sevilecek kul değilsin gidilecek yol değilsin çekilecek dert değilsin artık gözüm korktu senden sen sevdadan anlamazsın gerçek seven olamazsın acımadan bırakırsın artık gözüm korktu senden "
"8","asi ve mavi şarkı sözleri","müslüm gürses","  bugün kederliyim beterim bugün sesime ses değse çığlık oluyor üşüyor toprak taşlar üşüyor vuslatı yakın eden yollar üşüyor yumma gözlerini uyuma bugün bütün gölgeler akşam oluyor üşüyor yaprak dallar uşüyor savrulup yırtılan rüzgar üşüyor oysa ben senden neler neler isterdim senli sevdalarda doğmak isterdim sabahlar isterdim asi ve mavi büyüsün isterdim ışığın rengi ama gel gör ki kötüyüm bugün sesime ses değse çığlık oluyor üşüyor toprak taşlar üşüyor vuslatı yakın eden yollar üşüyor yumma gözlerini uyuma bugün bütün gölgeler akşam oluyor üşüyor yaprak dallar usuyor i̇çimde kış gibi bir mevsim üşüyor oysa ben senden neler neler isterdim senli sevdalarda doğmak isterdim sabahlar isterdim asi ve mavi büyüsün isterdim ışığın rengi "
"8","aşığım bir kuluna şarkı sözleri","müslüm gürses","  aşığım bir kuluna öleceğim yoluna dermanım sensin tanrım merhamet eyle bana senden dileğim yaz onu alnıma o benim kaderim olsun bir kulun beni bu hale koydu tanrım bir aşkın esiri oldum hayatta senden tek bir dileğim yaz onu alnıma o benim kaderim olsun tanrım kaderim olsun yüzüm onunla güler zindan oldu geceler çektiğim bu çileler onun elinde biter senden dileğim yaz onu alnıma o benim kaderim olsun tanrım kaderim olsun "
"8","aşk tesadüfleri sever şarkı sözleri","müslüm gürses","  aşk tesadüfleri sever kader ayrılıkları yıllar geçmeyi sever i̇nsan aramayı güller açmayı sever zaman soldurmayı eller birleşmeyi sever yollar ayrılmayı herkes geçmişi öder bir yol ayrımında başlamak istersen yeni bir hayata gölgeni yedek bırak ardında hayat tekrarları sever yeniden başlamayı kuşlar dalları sever kanatlarsa uçmayı "
"8","aşka tövbeler olsun şarkı sözleri","müslüm gürses","  kapım aralı kaldı yürek yareli kaldı ben yardan ayrılalı ciğer pareli kaldı aşka tövbeler olsun aşka tövbeler olsun bir daha yar seversem i̇ki gözüm kör olsun seni sevdim seveli gözyaşım dinmez oldu şu benim mahsun gönlüm hep seni arzuladı aşka tövbeler olsun aşka tövbeler olsun bir daha yar seversem i̇ki gözüm kör olsun "
"8","aşkımız güme gitti şarkı sözleri","müslüm gürses","  ne üstte var ne başta kaybetmişiz biz başta hayat denen savaşta aşkımız güme gitti i̇şimi sormuş anan maaşı sormuş baban yıkıldı bütün dünyam aşkımız güme gitti mazide kalmış ferhat dediler kalpten çıkar çok zalimmiş bu hayat aşkımız güme gitti "
"8","aşkımız öldü sevgilim şarkı sözleri","müslüm gürses","  bilmem bu hasretlik nasil bitecek hicran yarasini kimler saracak dunyanin kanunu boyle sevgilim sen gidersen yerine baska bir yar gelecek askimiz oldu sevgilim basin sagolsun yollarimiz ayriliyor ugurlar olsun seviyorum dersem sen bana inanma her sozlerim yalan sen bana kanma dunyanin kanunu boyle sevgilim sen gidersen yerine baska bir yar gelecek askimiz oldu sevgilim basin sagolsun yollarimiz ayriliyor ugurlar olsun "
"8","aşkın bende bir ömür şarkı sözleri","müslüm gürses","  kaç mevsim geçti sensiz kaç bahar yaz bekledim zehir oldu gençliğim çektiğimi bilmedim aşkın bende bir ömür gelmesende ne çıkar hep yanımda gibisin i̇çimde hatıran var kaç mevsim geçti sensiz hatıramdan çıkmadı hayalin gözlerimde dudaklarımda adı "
"8","aşkın şartı şarkı sözleri","müslüm gürses","  aşkın şartı ağlatmakmış bilemem hayalin var gözlerinde silemem göç etmeye razıyım bu dünyada senden ayrı yaşamayı istemem sevdim seni sevilmekti tek arzum aşk aradım keder buldum dert buldum esir gibi dudağında bu sevdama şu tertemiz aşkımı çok gördün bana yaşarımın sen oldun tek sebebi anlmadın seni gerçek seveni sürünmeye razıyım ben seninle ne istedin alay ettin sevgimle "
"8","bir kadeh daha ver şarkı sözleri","müslüm gürses","  şiir bir gün köşede sessiz sedasız hıçkıra hıçkıra ağlayacağım şu lanet kaderime sitemler edip tanrıya son defa yalvaracağım güzel gözlerin gelecek aklıma solup gideceğim en güzel çağımda seslenip beni çağırdığında boş sokaklara haykırdığında artık burada olmayacağım… dudağımda hıçkırık gözlerimde yaş her boşalan kadehte bir umut arıyorum beni bilmeyenler desinler ayyaş bir kadeh daha ver ver yalvarıyorum ömrün nesi kaldı eridi yavaş yavaş gönlüm kupkuru bir çöl susuzum yanıyorum varsın titresin elim boşver arkadaş bir kadeh daha ver ver yalvarıyorum şiir biraz kül biraz duman o benim işte kerem misali yanan o benim işte i̇nanma gözlerine ben ben değilim beni sevdiğin zaman o benim işte ellerim her zaman boş hayallerim solmuş kaderi ben boşuna zorladım anlıyorum gülme dostum halime içeyim yavaş yavaş bir kadeh daha ver ver yalvarıyorum ömrün nesi kaldı eridi yavaş yavaş gönlüm kupkuru bir çöl susuzum yanıyorum varsın titresin elim boşver arkadaş bir kadeh daha ver ver yalvarıyorum "
"8","bir lokma  ekmek şarkı sözleri","müslüm gürses","  bir lokma bir hırka aşık olana yeter sevgilim sonu yoktur dünyanın malı biter benim olursun yani kölen olur bakarım aldatırsam hem seni hem kendimi yakarım bir lokma ekmek için değer mi inat etmek olur mu para için sevdiğini terketmek benim olursun yani kölen olur bakarım aldatırsam hem seni hem kendimi yakarım dünya malı sevgilim bir gün gelir biter sevenlere bir hırka bir lokma ekmek yeter benim olursun yani kölen olur bakarım aldatırsam hem seni hem kendimi yakarım "
"8","bir mana var sözlerinde şarkı sözleri","müslüm gürses"," bakişlarin bir ok sanki keder senin gözlerinde hançer gibi yaraliyor bir mana var sözlerinde biz seninle aşk ararken dağlar kadar derdi buldum ne bir başka aşk isterim ne de başka bir mutluluk gülmek bizim hakkimizdi bu dünyada yaşiyorsak neden ayri kaldik bilmem ölesiye seviyorsak bir çile var bir neşe var şu an ölüp kurtuluş var sonuna dek seni sevip ömür boyu kahroluş var ümit ettik israr oldu lki gençlik ziyan oldu ne yaptikta felek vurdu bilmem neden böyle oldu biz seninle aşk ararken dağlar kadar derdi buldum ne bir başka aşk isterim ne de başka bir mutluluk gülmek bizim hakkimizdi bu dünyada yaşiyorsak neden ayri kaldik bilmem ölesiye seviyorsak bir çile var bir neşe var şu an ölüp kurtuluş var sonuna dek seni sevip ömür boyu kahroluş var "
"8","bir ömür yetmez şarkı sözleri","müslüm gürses","  ayin gibi bu aşk ayin gibi bu ayrılık ayin gibi beklemek ve seni gizlemek sen de yenik düşme sabrını yitirme korkma ölmezsin daha çok istedin diye bir ömür yetmez ki sana doymaya ah be sevgilim bir hayat yetmez ki bir kıyısından başlasak aşkın bari benim gibiler sevmeyi sevenler her derdi çeker de i̇hanete gelemezler kaldırsana başını yüreğime dokunsana ben hazırım her şeye bak hayat çok kısa ayrılık yorar ayrılık yakar ayrılık yıkar derken iz kalır kalbinde bir ömür yetmez ki korkarsan hayattan sen de yetmezsin ki "
"8","biz babadan böyle gördük şarkı sözleri","müslüm gürses","  bilmeyiz hiç yalan dolan böyle yaşar insan olan onur olsun bizden kalan biz babadan böyle gördük başımız dik alnımız ak yaşamı hep böyle sürdük haram yemek gnah yazar biz babadan böyle gördükx böyle gördükx biz babadan böyle gördük bilmeyiz hiç yalan dolan böyle yaşar insan olan onur olsun bizden kalanbiz babadan böyle gördükx böyle gördük böyle gördük biz babadan böyle gördük sevgi kaynar yüreğimiz bükülmez hiç bileğimiz kardeşliktir bileğimiz biz babadan böyle gördükx böyle gördük böyle gördük biz babadan böyle gördük bilmeyiz hiç yalan dolan böyle yaşar insan olan onur olsun bizden kalan biz babadan böyle gördükx böyle gördük böyle gördük biz babadan böyle gördükx "
"8","boş hayaller şarkı sözleri","müslüm gürses","  boş hayeller kurdum inandım sana mutluluk yerine dert verdin bana gönülden severim yalan yok derdin şimdi anladım ki sahteymiş sevgin olurmu böylebana yaptığın bumuydu sevgilim sevip taptığın yapılırmı sevgiliye senin yaptığın bumuydu sevgilim sevip taptığın birgün talihim gülecek diye vefasız sevgilim dönecek diye bitmeyen acılar dinecek diye ümitle sabırla geçermi ömür "
"8","bu ayrılık neden oldu şarkı sözleri","müslüm gürses","  ellerini çekip benden yarim bugün gider oldu hem sever hem sevilirdik bu ayrılık neden oldu yar aşkıyla yana yana ayrı düştüm ellere ben ama senden ayrı geçen yürek değil beden oldu yandı yürek kebap oldu gül bahçemde hazan oldu belki senden ayrılmazdım bu ayrılık neden oldu yar aşkıyla yana yana ayrı düştüm ellere ben ama senden ayrı geçen yürek değil beden oldu "
"8","bu başımda bu sevda nedir şarkı sözleri","müslüm gürses","  nedir bu başımda bu sevda nedir yandım ataşına ben gaç senedir sevdiğim derdime derman sendedir derdimin dermanı ver de öyle git gönül mecnun olmuş çölde geziyor talih kalem olmuş gara yazıyor gün geçtikçe yarelerim azıyor mevlayı seversen sar da öyle git bülbül gibi ahım galdı güllerde baykuş gibi öttüm viran yerlerde bir garibim kaldım gurbet ellerde perişan halimi sor da öyle git "
"8","bu şehirde yaşanmaz şarkı sözleri","müslüm gürses","  askin var oldukca umit kayboldu hergun biraz daha dertleniyorum hasretin icimi kemiriyor bak dinle beni sana sesleniyorum senin hasretin varken bu sehirde yasanmaz boyle devam ederse sensiz hayat olamaz yasamak yasamak yasamak degil yasamak kalbim biliyorsa neden sakliyor bu kacinci feryat sabrim kalmadi  baska bir yol varmibaska bir yol varmi sevmenin baska turlu sekli varmi sevildigini bil sevdigimi bil ya tam sev ya birak askin ask degil hergun cile cekmek yasamak degil "
"8","bugün ağlayacağım şarkı sözleri","müslüm gürses","  sensiz kalacak yine evim barkım ocağım bakıp bakıp resmine bugün ağlayacağim sensiz kalacak yine evim barkım ocağım bakıp bakıp resmine bugün ağlayacağım elimde bir sigara kalbimde gizli yara dün olan anılara bugün ağlayacağım ne şarkılar susacak ne de güneş doğacak bu ilk ve son olacak bugün ağlayacağım ben derin uykularda belkide rüyalarda ben çıkmaz sokaklarda bugün ağlayacağım ben derin uykularda belkide rüyalarda ben çıkmaz sokaklarda bugün ağlayacağım elimde bir sigara kalbimde gizli yara dün olan anılara bugün ağlayacağım ne şarkılar susacak ne de güneş doğacak bu ilk ve son olacak bugün ağlayacağım "
"8","bülbülün kanadı sarı şarkı sözleri","müslüm gürses","  bülbülün kanadı sarı ben ağlarım zarı zarı elimden aldılar yarı garip garip ötme bülbül benim derdim bana yeter bir daha sen katma bülbül bülbülün kanadı beyaz gece bulut gündüz ayaz al kalemi derdimi yaz garip garip ötme bülbül benim derdim bana yeter bir daha sen katma bülbül "
"8","çaykaram şarkı sözleri","müslüm gürses","  çay karısı gözlerini özledim seni andım bir çay daha demledim bilsen nasıl yollarını gözledim ah çay karam gönül yaram nerdesin nerde olsan kimde olsan bendesin gözlerimde duman duman tütersin sen bu kalbe ömür boyu yetersin bu hasrete sensizliğe ne dersin ah çay karam gönül yaram nerdesin nerde olsan kimde olsan bendesin gözlerimde bir güvercin uykusu yüreğimde hep kaybetmek korkusu böyle bir aşk yaşamadım doğrusu ah çay karam gönül yaram nerdesin nerde olsan kimde olsan bendesin ——————– "
"8","çekemez oldum şarkı sözleri","müslüm gürses","  sevmek kolay değil başa gelmesin ümitsiz bir aşka kimse düşmesin tanrım kimseye böyle bir dert vermesin ben aşkın kahrını çekemez oldum bende seviyordum delicesine i̇nanmısım meğer kalpsiz birine şimdi ağlıyorum kendi halime ben aşkın kahrını çekemez oldum ne sevgi ne dosttan yüzüm gülmedi canım dediklerim kıymet bilmedi ağladı gözlerim yası dinmedi ben askın kahrını çekemez oldum "
"8","cennet bahçesi şarkı sözleri","müslüm gürses","  cennet bahçesi artık günahları bırakmalıyız zaman varken tövbe etmek ne güzel bu dünyadan sonra ahiret için  allaha ibadet etmek ne güzel bitmeyen bir hayat bizi bekliyor canım ne isterse rabbim veriyor öyle yaratmışki sözler yetmiyor cennet bahçesine girmek ne güzel ne güzel ne güzel tövbe etmek ne güzel kabir melekleri gelecek bir gün  belki güleceğim belkide üzgün  i̇nşallah defterim olursa düzgün  sırat köprüsünden geçmek ne güzel ne güzel ne güzel tövbe etmek ne güzel "
"8","çok sevdim şarkı sözleri","müslüm gürses"," çok sevdim sevgilim sevgin bir yanda sen bir yanda kaldin sever diye bekledim sabir bir yanda ümit bir yanda kaldi ümidimi yok ettin sabrimi tükettin beni bir hiçettin bana yapmadiğin daha ne kaldi bana yapmadiğin allah daha ne kaldi çok sevmeni istedim arzum bir yanda hüsran bir yanda kaldi mutlu olmak istedim şansim bir yanda ben bir yanda kaldim "
"8","dalgalandım da duruldum şarkı sözleri","müslüm gürses","  ne olursun güzelim sevsen beni yar deyipte sinene sarsan beni bir gün öldürecek sin aman aman en sonunda sen beni dalgalandımda duruldum koştum ardından yoruldum binlerce güzel gördüm en son sana vuruldum yaktı yaktı kül etti eritti beni mecnuna dönderdi bu sevda beni aşık gibi sevme sen aman aman kardeş gibi sev beni "
"8","acılı sevda şarkı sözleri","müslüm gürses","  ne sen mutlu oldun nede ben mutlu i̇şte hem sen soldun hem de ben soldum bu ayrılıktan söyle ne buldun ne buldun aşkımızın sonu acılı sevda gel de bitsin bu hasret hasret çekilmeyen dert böyle yaşanmaz elbet götür beni beni mutluluklara ağlarım ağlarım hatıralara ağlarım ağlarım yaşananlara bu sevdanın sonu acılı sevda bu sevdanın adı acılı sevda ne sen bırakırsın ne de ben seni görmemiştir kimse böyle seveni bu hasret niye söyle sevgilim sevgilim bu sevdanın sonu acılı sevda gel de bitsin bu hasret hasret çekilmeyen dert böyle yaşanmaz elbet götür beni beni mutluluklara ağlarım ağlarım hatıralara ağlarım ağlarım yaşananlara bu sevdanın sonu acılı sevda bu sevdanın adı acılı sevda "
"8","açılsın meyhaneler şarkı sözleri","müslüm gürses","  her gece bir kaç arkadas gezerim sarmas dolaş içelim sarhoş olalım eğlenelim biraz i̇çelim yavaş yavaş heyyy admız çıktı ayyaş elimizde şişeler açılsın meyhaneler madem ayyaş diyorlar boş durmasın kadehler içelim yavaş yavaş hey adımız çıktı ayyaş her gece bir meyhane biz içeriz içelim kime gönül sarhoş olmuş bak dönüyor divane i̇çelim yavaş yavaş heyy adımız çıktı ayyaş "
"8","acımasız dünya şarkı sözleri","müslüm gürses","  ne olur yarabbim affet bu kulunu sevdiysem kalbimdir suçlu kalbimdir suçlu koptum birer birer sevdiklerimden beni benden eden bu benliğimden kötü duyguları sil at kalbimden i̇çimdeki şeytanı öldür yarabbi tükenen hayatım biten ömrümdü aşkımın kahrını çeken gönlümdü tükenen hayatım biten ömrümdü aşkımın kahrını çeken gönlümdü bir ateşti yandı yangına döndü daha büyümeden söndür yarabbi bir ateşti yandı yangına döndü daha büyümeden söndür yarabbi şimdi gözyaşlarım bir sele döndü artık bu yüzümü güldür yarabbi artık bu yüzümü güldür yarabbi nedense talihim yaver gitmedi acımasiz dünya aman vermedi ne yapsam ne etsem geri dönmedi dönmeyen çarkımı döndür yarabbi tükenen hayatım biten ömrümdü aşkımın kahrını çeken gönlümdü tükenen hayatım biten ömrümdü aşkımın kahrını çeken gönlümdü bir ateşti yandı yangına döndü daha büyümeden söndür yarabbi bir ateşti yandı yangına döndü daha büyümeden söndür yarabbi şimdi gözyaşlarım bir sele döndü artık bu yüzümü güldür yarabbi artık bu yüzümü güldür yarabbi "
"8","acımıyorsan şarkı sözleri","müslüm gürses","  tek tesellim kaldı o da hayalin onuda al eğer acımıyorsan hiç düşünme beni ne olur halim hep uzaklarda kal acımıyorsan yaktın sevgi dene duygularımı yıktın dağlar gibi umutlarımı çaldın bugünümü yarınlarımı gel canımıda al acımıyorsan unutmak istesen unutulmuyor seven gönül sözle avutulmuyor bir kadeh boşalıp biri doluyor kır kadehleride acımıyorsan "
"8","adalet yerini bulsun yarabbi şarkı sözleri","müslüm gürses","  ona öyle kötü bir ceza ver ki zalimlere ibret olsun yarabbi suçunu yüzüne öyle haykır ki bütün cümle alem duysun yarabbi öğrensin suçunun kötülüğünü farketsin ne kadar küçüldüğünü anlasın tanrının büyüklüğünü adalet yerini bulsun yarabbi suçuna yakışır bir ceza olsun görenler ibretle baksın yarabbi şarkı olup dilden dile dolaşsın duyanlar şaşırıp kalsın yarabbi öğrensin suçunun kötülüğünü farketsin ne kadar küçüldüğünü anlasın tanrının büyüklüğünü adalet yerini bulsun yarabbi "
"8","adını sen koy şarkı sözleri","müslüm gürses","  özlerim ben seni seninle bile vuslat mı hasret mi adını sen koy aşkınla yakıp da düşürdün dile sevgi mi nefret mi adını sen koy i̇lk ve son aşkımdın gençlik çağımda sevgi çiçeğimdin gönül bağımda öyle yer etmiştin kalp otağımda sıla mı gurbet mi adını sen koy adını sen koy aşkın ateşi yakar kavurur rüzgarın oğlusun aşkla savur bağır delersin bakınca durur nazar mı hiddet mi adını sen koy "
"8","affet şarkı sözleri","müslüm gürses","  eğer seni kırdıysam darıl bana ama bir gün beni ararsan bak ruhuna birden gecem tutarsa güneşi çevir bana sevgilim bağışla biraz zor olsa da affet beni akşamüstü gölgem uzarken öğleden sonra affet ne zaman istersen affet beni gece vakti ay doğmuş süzülürken sabaha kalmadan affet tam ayrılık derken çünkü sen çölüme yağmur oldun sen geceme gündüz oldun sen canıma yoldaş oldun sen kışıma yorgan oldun "
"8","ağır yaralı şarkı sözleri","müslüm gürses","  beni taa kalbimden vurdu gidişin bütün umutlarım ağır yaralı aklımdan çıkmıyor veda edişin bütün duygularım ağır yaralı dünyamı başıma yıkmışçasına bağrıma kurşunlar sıkmışçısına sanki bir savaştan çıkmışçasına bütün duygularım ağır yaralı bütün anılarım ağır yaralı yaralı yaralı bütün umutlarım ağır yaralı yaralı yaralı bütün duygularım ağır yaralı aşkımız verirken en son nefesi yıkıldı gönlümün sevda kalesi sırtımda sanki bir bıçak darbesi bütün duygularım ağır yaralı dünyamı başıma yıkmışçasına bağrıma kurşunlar sıkmışçısına sanki bir savaştan çıkmışçasına bütün duygularım ağır yaralı bütün anılarım ağır yaralı yaralı yaralı bütün umutlarım ağır yaralı yaralı yaralı bütün duygularım ağır yaralı aşkımız verirken en son nefesi yıkıldı gönlümün sevda kalesi sırtımda sanki bir bıçak darbesi bütün duygularım ağır yaralı bütün hayallerim ağır yaralı… "
"8","ağlama gözlerim şarkı sözleri","müslüm gürses","  bir gençlik rüzgarıdır eser deli deli başımda başım öne eğilir kalırım yalnız başıma bir gençlik rüzgarıdır eser deli deli başımda başım öne eğilir kalırım yalnız başıma nerdeyim ben nerdeyim gökte mi yerde miyim gönlüm hasret ruhumu şafak sayar gözlerim ağlama ağlama sus ağlama gözlerim ağlama ağlama sus ağlama gözlerim bir görsem yeşilliği umut dolar içime sazım türküler çağlar sevinirim kendimce bir görsem yeşilliği umut dolar içime sazım türküler çağlar sevinirim kendimce nerdeyim ben nerdeyim gökte mi yerde miyim gönlüm hasret ruhumu şafak sayar gözlerim ağlama ağlama sus ağlama gözlerim ağlama ağlama sus ağlama gözlerim "
